Contenu,Vues intentionnelles,Durée moyenne d'une vue,Pourcentage moyen de vidéo regardé (%),Ont continué de regarder (%),Nombre moyen de vues par spectateur,Nouveaux spectateurs,Spectateurs uniques,Vues,Durée de visionnage (heures),Abonnés,Impressions,Taux de clics par impression (%)
Total,66,0:03:10,15.64,0,1.2453,0,53,66,3.4858,0,2405,1.66
