Contenu,Durée moyenne d'une vue,Pourcentage moyen de vidéo regardé (%),Vues intentionnelles,Spectateurs uniques,Nombre moyen de vues par spectateur,Nouveaux spectateurs,Spectateurs réguliers,Spectateurs occasionnels,Spectateurs réguliers,Partages,Nouveaux abonnés,Vues,Durée de visionnage (heures),Abonnés,Impressions,Taux de clics par impression (%)
Total,0:06:15,28.5,245,140,1.75,35,78,80,5,12,3,245,22.8,1,920,10.89
